HGNC ID	Approved Symbol	Approved Name	RefSeq IDs	Entrez Gene ID(supplied by NCBI)	RefSeq(supplied by NCBI)
HGNC:49036	EIF4HP2	eukaryotic translation initiation factor 4H pseudogene 2		100421545	NG_027477
HGNC:3299	EIF5	eukaryotic translation initiation factor 5	NM_001969	1983	NM_001969
HGNC:3300	EIF5A	eukaryotic translation initiation factor 5A	NM_001970	1984	NM_001143760
HGNC:3301	EIF5A2	eukaryotic translation initiation factor 5A2		56648	NM_020390
HGNC:51467	EIF5A2P1	eukaryotic translation initiation factor 5A2 pseudogene 1		100506058	NG_030230
HGNC:17419	EIF5AL1	eukaryotic translation initiation factor 5A-like 1	NM_001099692	143244	NM_001099692
HGNC:3302	EIF5AP1~withdrawn	symbol withdrawn, see EIF5AL1			
HGNC:3303	EIF5AP2	eukaryotic translation initiation factor 5A pseudogene 2		1986	NG_002746
HGNC:3304	EIF5AP3	eukaryotic translation initiation factor 5A pseudogene 3		1987	NG_002725
HGNC:31442	EIF5AP4	eukaryotic translation initiation factor 5A pseudogene 4		642592	NG_006529
HGNC:30793	EIF5B	eukaryotic translation initiation factor 5B	NM_015904	9669	NM_015904
HGNC:51465	EIF5P1	eukaryotic translation initiation factor 5 pseudogene 1		100421390	NG_012493
HGNC:51466	EIF5P2	eukaryotic translation initiation factor 5 pseudogene 2		100421391	NG_021184
HGNC:6159	EIF6	eukaryotic translation initiation factor 6	NM_002212	3692	NM_001267810
HGNC:12383	EIPR1	EARP complex and GARP complex interacting protein 1	NM_003310	7260	NM_001330530
HGNC:41392	EIPR1-IT1	EIPR1 intronic transcript 1		100874301	
HGNC:3305	EJM1~withdrawn	symbol withdrawn, see EFHC1			
HGNC:3306	EJM2	epilepsy, juvenile myoclonic 2		50715	
HGNC:3307	EKV~withdrawn	symbol withdrawn, see GJB3			
HGNC:24106	EKV3~withdrawn	symbol withdrawn, see AP1S1			
HGNC:14197	ELAC1	elaC ribonuclease Z 1		55520	NM_018696
HGNC:14198	ELAC2	elaC ribonuclease Z 2		60528	NM_001165962
HGNC:3310	ELAM1~withdrawn	symbol withdrawn, see SELE			
HGNC:3309	ELANE	elastase, neutrophil expressed	NM_001972	1991	NM_001972
HGNC:13895	ELANH2~withdrawn	symbol withdrawn, see SERPINB1			
HGNC:3312	ELAVL1	ELAV like RNA binding protein 1	NM_001419	1994	NM_001419
HGNC:3313	ELAVL2	ELAV like RNA binding protein 2	NM_004432	1993	NM_001171195
HGNC:3314	ELAVL3	ELAV like RNA binding protein 3	NM_001420	1995	NM_001420
HGNC:3315	ELAVL4	ELAV like RNA binding protein 4	NM_021952	1996	NM_001144774
HGNC:49511	ELDR	EGFR long non-coding downstream RNA		102725541	NR_110426
HGNC:3316	ELF1	E74 like ETS transcription factor 1	NM_172373	1997	NM_001145353
HGNC:3317	ELF2	E74 like ETS transcription factor 2	NM_006874	1998	NM_001276457
HGNC:33539	ELF2P1	E74-like factor 2 pseudogene 1	NG_006555	100101917	NG_006555
HGNC:24610	ELF2P2	E74-like factor 2 pseudogene 2	NG_002340	260335	NG_002340
HGNC:24611	ELF2P3	E74-like factor 2 pseudogene 3	NG_002341	260336	NG_002341
HGNC:33540	ELF2P4	E74-like factor 2 pseudogene 4	NG_006556	644935	NG_006556
HGNC:3318	ELF3	E74 like ETS transcription factor 3	NM_004433	1999	NM_001114309
HGNC:40211	ELF3-AS1	ELF3 antisense RNA 1	NR_146472	102723465	NR_146472
HGNC:3319	ELF4	E74 like ETS transcription factor 4	NM_001421	2000	NM_001127197
HGNC:3320	ELF5	E74 like ETS transcription factor 5	NM_198381	2001	NM_001243080
HGNC:33154	ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1	NM_001128636	392617	NM_001128636
HGNC:39071	ELFN1-AS1	ELFN1 antisense RNA 1		101927125	NR_120508
HGNC:29396	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	NM_052906	114794	NM_052906
HGNC:3321	ELK1	ELK1, ETS transcription factor	NM_005229	2002	NM_001114123
HGNC:39021	ELK1P1	ELK1, member of ETS oncogene family pseudogene 1	NG_006972	647102	NG_006972
HGNC:3322	ELK2~withdrawn	symbol withdrawn, see ELK2AP			
HGNC:3323	ELK2AP	ELK2A, member of ETS oncogene family, pseudogene		2003	NR_046211
HGNC:3324	ELK2BP	ELK2B, member of ETS oncogene family, pseudogene		9995	NG_046879
HGNC:3325	ELK3	ELK3, ETS transcription factor	NM_005230	2004	NM_001303511
HGNC:3326	ELK4	ELK4, ETS transcription factor	NM_021795	2005	NM_001973
HGNC:23114	ELL	elongation factor for RNA polymerase II	NM_006532	8178	NM_006532
HGNC:17064	ELL2	elongation factor for RNA polymerase II 2	NM_012081	22936	NM_012081
HGNC:39343	ELL2P1	elongation factor for RNA polymerase II 2 pseudogene 1		646270	NG_006626
HGNC:39344	ELL2P2	elongation factor for RNA polymerase II 2 pseudogene 2		100421143	NG_025163
HGNC:39345	ELL2P3	elongation factor for RNA polymerase II 2 pseudogene 3	NG_028874	100533713	NG_028874
HGNC:39346	ELL2P4	elongation factor for RNA polymerase II 2 pseudogene 4		100128690	NG_022711
HGNC:23113	ELL3	elongation factor for RNA polymerase II 3	NM_025165	80237	NM_025165
HGNC:16286	ELMO1	engulfment and cell motility 1	NM_130442	9844	NM_001039459
HGNC:40765	ELMO1-AS1	ELMO1 antisense RNA 1		100861514	NR_104120
HGNC:17233	ELMO2	engulfment and cell motility 2	NM_022086	63916	NM_001318253
HGNC:38008	ELMO2P1	engulfment and cell motility 2 pseudogene 1		729894	NG_022962
HGNC:17289	ELMO3	engulfment and cell motility 3	NM_024712	79767	NM_024712
HGNC:25334	ELMOD1	ELMO domain containing 1	NM_018712	55531	NM_001130037
HGNC:28111	ELMOD2	ELMO domain containing 2	NM_153702	255520	NM_153702
HGNC:26158	ELMOD3	ELMO domain containing 3	NM_032213	84173	NM_001135021
HGNC:19853	ELMSAN1	ELM2 and Myb/SANT domain containing 1	NM_194278	91748	NM_001043318
HGNC:3327	ELN	elastin	NM_000501	2006	NM_000501
HGNC:40212	ELN-AS1	ELN antisense RNA 1		107986809	XR_001745243
HGNC:3328	ELNL1~withdrawn	entry withdrawn			
HGNC:3329	ELNR1~withdrawn	symbol withdrawn, see GLB1			
HGNC:11620	ELOA	elongin A	NM_003198	6924	NM_003198
HGNC:50582	ELOA-AS1	ELOA antisense RNA 1		100506963	NR_038280
HGNC:30771	ELOA2	elongin A2	NM_016427	51224	NM_016427
HGNC:24617	ELOA3	elongin A3	NM_145653	162699	NM_145653
HGNC:31007	ELOA3B	elongin A3 family member B	XM_001132059	728929	NM_001100817
HGNC:52410	ELOA3C	elongin A3 family member C		107983955	NM_001354366
HGNC:33511	ELOA3D	elongin A3 family member D	XM_929328	100506888	NM_001242907
HGNC:11619	ELOB	elongin B	NM_007108	6923	NM_007108
HGNC:39719	ELOBP1	elongin B pseudogene 1		246717	NG_001581
HGNC:39720	ELOBP2	elongin B pseudogene 2		253665	NG_005176
HGNC:39721	ELOBP3	elongin B pseudogene 3		100856810	NG_031883
HGNC:39722	ELOBP4	elongin B pseudogene 4		100874519	NG_032352
HGNC:11617	ELOC	elongin C	NM_005648	6921	NM_001204857
HGNC:17762	ELOCP2	elongin C pseudogene 2	NG_003219	283747	NG_003219
HGNC:29457	ELOCP3	elongin C pseudogene 3		644540	NG_009727
HGNC:38141	ELOCP4	elongin C pseudogene 4		100462873	NG_021935
HGNC:38140	ELOCP5	elongin C pseudogene 5		100288493	NG_023022
HGNC:38142	ELOCP6	elongin C pseudogene 6		100462867	NG_021914
HGNC:38143	ELOCP7	elongin C pseudogene 7		100462868	NG_021917
HGNC:38144	ELOCP8	elongin C pseudogene 8		100462869	NG_021922
HGNC:38145	ELOCP9	elongin C pseudogene 9		100462870	NG_021924
HGNC:38146	ELOCP10	elongin C pseudogene 10		100462871	NG_021925
HGNC:38147	ELOCP11	elongin C pseudogene 11		100462872	NG_021932
HGNC:38148	ELOCP12	elongin C pseudogene 12		100462874	NG_004636
HGNC:38149	ELOCP13	elongin C pseudogene 13		100462875	NG_004636
HGNC:38150	ELOCP14	elongin C pseudogene 14		100462876	NG_028691
HGNC:38151	ELOCP15	elongin C pseudogene 15		100462877	NG_004755
HGNC:38152	ELOCP16	elongin C pseudogene 16		100462878	NG_004755
HGNC:38153	ELOCP17	elongin C pseudogene 17		100462879	NG_004755
HGNC:38154	ELOCP18	elongin C pseudogene 18		100130626	NG_022971
HGNC:38155	ELOCP19	elongin C pseudogene 19		100462880	NG_022789
HGNC:38156	ELOCP20	elongin C pseudogene 20		100287778	NG_028102
HGNC:38157	ELOCP21	elongin C pseudogene 21		100462866	NG_008016
HGNC:38158	ELOCP22	elongin C pseudogene 22		100287579	NG_022978
HGNC:38159	ELOCP23	elongin C pseudogene 23		100462881	NG_021970
HGNC:38160	ELOCP24	elongin C pseudogene 24		100287692	NG_023013
HGNC:38731	ELOCP26	elongin C pseudogene 26		101059905	NG_033276
HGNC:31692	ELOCP27	elongin C pseudogene 27		107133523	NG_046681
HGNC:49169	ELOCP28	elongin C pseudogene 28		100287483	NG_012739
HGNC:49170	ELOCP29	elongin C pseudogene 29		100132973	NG_021739
HGNC:49171	ELOCP30	elongin C pseudogene 30		106481670	NG_042952
HGNC:49172	ELOCP31	elongin C pseudogene 31		100422582	NG_023990
HGNC:49173	ELOCP32	elongin C pseudogene 32		106481964	NG_011991
HGNC:49174	ELOCP33	elongin C pseudogene 33		101928827	
HGNC:49175	ELOCP34	elongin C pseudogene 34		106481671	NG_042961
HGNC:49176	ELOCP35	elongin C pseudogene 35		106480250	NG_043881
HGNC:28691	ELOF1	elongation factor 1 homolog	NM_032377	84337	NM_032377
HGNC:14418	ELOVL1	ELOVL fatty acid elongase 1	NM_022821	64834	NM_001256399
HGNC:14416	ELOVL2	ELOVL fatty acid elongase 2		54898	NM_017770
HGNC:44156	ELOVL2-AS1	ELOVL2 antisense RNA 1	NR_038962	100506409	NR_038962
HGNC:18047	ELOVL3	ELOVL fatty acid elongase 3	NM_152310	83401	NM_152310
HGNC:14415	ELOVL4	ELOVL fatty acid elongase 4		6785	NM_022726
HGNC:21308	ELOVL5	ELOVL fatty acid elongase 5	NM_021814	60481	NM_001242828
HGNC:15829	ELOVL6	ELOVL fatty acid elongase 6	NM_024090	79071	NM_001130721
HGNC:26292	ELOVL7	ELOVL fatty acid elongase 7		79993	NM_001104558
HGNC:5959	ELP1	elongator complex protein 1		8518	NM_001318360
HGNC:18248	ELP2	elongator acetyltransferase complex subunit 2	NM_018255	55250	NM_001242875
HGNC:20696	ELP3	elongator acetyltransferase complex subunit 3	NM_018091	55140	NM_001284220
HGNC:1171	ELP4	elongator acetyltransferase complex subunit 4	NM_019040	26610	NM_001288725
HGNC:30617	ELP5	elongator acetyltransferase complex subunit 5	NM_015362	23587	NM_015362
HGNC:25976	ELP6	elongator acetyltransferase complex subunit 6	NM_017713	54859	NM_001031703
HGNC:14417	ELSPBP1	epididymal sperm binding protein 1		64100	NM_022142
HGNC:30465	EMB	embigin	NM_198449	133418	NM_198449
HGNC:38661	EMBP1	embigin pseudogene 1		647121	NR_003955
HGNC:28957	EMC1	ER membrane protein complex subunit 1	NM_015047	23065	NM_001271427
HGNC:28963	EMC2	ER membrane protein complex subunit 2	NM_014673	9694	NM_001329493
HGNC:23999	EMC3	ER membrane protein complex subunit 3	NM_018447	55831	NM_018447
HGNC:49223	EMC3-AS1	EMC3 antisense RNA 1		442075	NR_103821
HGNC:28032	EMC4	ER membrane protein complex subunit 4	NM_016454	51234	NM_001286420
HGNC:28430	EMC6	ER membrane protein complex subunit 6	NM_031298	83460	NM_001014764
HGNC:24301	EMC7	ER membrane protein complex subunit 7	NM_020154	56851	NM_020154
HGNC:7864	EMC8	ER membrane protein complex subunit 8	NM_006067	10328	NM_001142288
HGNC:20273	EMC9	ER membrane protein complex subunit 9	NM_016049	51016	NM_001346874
HGNC:27609	EMC10	ER membrane protein complex subunit 10	NM_175063	284361	NM_175063
HGNC:16041	EMCN	endomucin	NM_016242	51705	NM_001159694
HGNC:3331	EMD	emerin		2010	NM_000117
HGNC:24965	EME1	essential meiotic structure-specific endonuclease 1	NM_152463	146956	NM_001166131
HGNC:27289	EME2	essential meiotic structure-specific endonuclease subunit 2	NM_001010865	197342	NM_001257370
HGNC:16912	EMG1	EMG1, N1-specific pseudouridine methyltransferase	NM_006331	10436	NM_001320049
HGNC:18036	EMID1	EMI domain containing 1	NM_133455	129080	NM_001267895
HGNC:19880	EMILIN1	elastin microfibril interfacer 1	NM_007046	11117	NM_007046
HGNC:19881	EMILIN2	elastin microfibril interfacer 2	NM_032048	84034	NM_032048
HGNC:16123	EMILIN3	elastin microfibril interfacer 3	XM_029741	90187	NM_052846
HGNC:19882	EMILIN5~withdrawn	symbol withdrawn, see EMILIN3			
HGNC:3330	EML1	echinoderm microtubule associated protein like 1	NM_001008707	2009	NM_001008707
HGNC:18035	EML2	echinoderm microtubule associated protein like 2	NM_012155	24139	NM_001193268
HGNC:48331	EML2-AS1	EML2 antisense RNA 1	NR_130728	100287177	NR_130728
HGNC:26666	EML3	echinoderm microtubule associated protein like 3	NM_153265	256364	NM_001300793
HGNC:1316	EML4	echinoderm microtubule associated protein like 4	NM_019063	27436	NM_001145076
HGNC:18197	EML5	echinoderm microtubule associated protein like 5		161436	NM_183387
HGNC:35412	EML6	echinoderm microtubule associated protein like 6	XM_001725002	400954	NM_001039753
HGNC:3333	EMP1	epithelial membrane protein 1	NM_001423	2012	NM_001423
HGNC:3334	EMP2	epithelial membrane protein 2	NM_001424	2013	NM_001424
HGNC:3335	EMP3	epithelial membrane protein 3	NM_001425	2014	NM_001313905
HGNC:18071	EMSY	EMSY, BRCA2 interacting transcriptional repressor	NM_020193	56946	NM_001300942
HGNC:3339	EMWX	episodic muscle weakness, X-linked		10118	
HGNC:3340	EMX1	empty spiracles homeobox 1		2016	NM_004097
HGNC:3341	EMX2	empty spiracles homeobox 2	NM_004098	2018	NM_001165924
HGNC:18511	EMX2OS	EMX2 opposite strand/antisense RNA	NR_002791	196047	NR_002791
HGNC:3342	EN1	engrailed homeobox 1		2019	NM_001426
HGNC:3343	EN2	engrailed homeobox 2	NM_001427	2020	NM_001427
HGNC:18271	ENAH	ENAH, actin regulator	NM_018212	55740	NM_001008493
HGNC:3344	ENAM	enamelin	NM_031889	10117	NM_031889
HGNC:3345	ENC1	ectodermal-neural cortex 1	NM_003633	8507	NM_001256574
HGNC:29129	ENDOD1	endonuclease domain containing 1	NM_015036	23052	NM_015036
HGNC:3346	ENDOG	endonuclease G	NM_004435	2021	NM_004435
HGNC:3348	ENDOGL2~withdrawn	symbol withdrawn, see EXOG			
HGNC:14369	ENDOU	endonuclease, poly(U) specific	NM_006025.2	8909	NM_001172439
HGNC:26640	ENDOV	endonuclease V	NM_173627	284131	NM_001164637
HGNC:3349	ENG	endoglin		2022	NM_000118
HGNC:24622	ENGASE	endo-beta-N-acetylglucosaminidase	NM_022759	64772	NM_001042573
HGNC:24838	ENHO	energy homeostasis associated	NM_198573	375704	NM_198573
HGNC:25246	ENKD1	enkurin domain containing 1	NM_032140	84080	NM_032140
HGNC:28388	ENKUR	enkurin, TRPC channel interacting protein	NM_145010	219670	NM_001270383
HGNC:3350	ENO1	enolase 1	NM_001428	2023	NM_001201483
HGNC:40214	ENO1-AS1	ENO1 antisense RNA 1		100505975	NR_038351
HGNC:41331	ENO1-IT1	ENO1 intronic transcript 1		106480431	
HGNC:3351	ENO1L1~withdrawn	symbol withdrawn, see ENO1			
HGNC:3352	ENO1P1	enolase 1 pseudogene 1	NG_001115	2025	NG_001115
HGNC:37943	ENO1P2	enolase 1 pseudogene 2	NG_022137	100419098	NG_022137
HGNC:37944	ENO1P3	enolase 1 pseudogene 3		100419069	NG_022217
HGNC:37945	ENO1P4	enolase 1 pseudogene 4		100885799	NG_032049
HGNC:3353	ENO2	enolase 2		2026	NM_001975
HGNC:3354	ENO3	enolase 3		2027	NM_001193503
HGNC:31670	ENO4	enolase 4	NM_001242699	387712	NM_001242699
HGNC:24599	ENOPH1	enolase-phosphatase 1	NM_021204	58478	NM_001292017
HGNC:30365	ENOSF1	enolase superfamily member 1	NM_017512	55556	NM_001318760
HGNC:25474	ENOX1	ecto-NOX disulfide-thiol exchanger 1	NM_017993	55068	NM_001127615
HGNC:42396	ENOX1-AS1	ENOX1 antisense RNA 1		100874129	
HGNC:42397	ENOX1-AS2	ENOX1 antisense RNA 2		100874130	NR_120399
HGNC:2259	ENOX2	ecto-NOX disulfide-thiol exchanger 2	NM_182314	10495	NM_001281736
HGNC:3355	ENPEP	glutamyl aminopeptidase		2028	NM_001977
HGNC:3356	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1		5167	NM_006208
HGNC:3357	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2		5168	NM_001040092
HGNC:3358	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3		5169	NM_005021
HGNC:3359	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4		22875	NM_014936
HGNC:13717	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)		59084	NM_001290072
HGNC:23409	ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6	NM_153343	133121	NM_153343
HGNC:23764	ENPP7	ectonucleotide pyrophosphatase/phosphodiesterase 7	NM_178543	339221	NM_178543
HGNC:48699	ENPP7P1	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 1		100421823	NG_026083
HGNC:48685	ENPP7P2	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 2		100421813	NG_025593
HGNC:48686	ENPP7P3	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 3		106481658	NG_044896
HGNC:48687	ENPP7P4	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 4		100421816	NG_025738
HGNC:48688	ENPP7P5	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 5		106480674	NG_043185
HGNC:48698	ENPP7P6	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 6		107133511	NG_046666
HGNC:48690	ENPP7P7	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 7		100421859	NG_024380
HGNC:48691	ENPP7P8	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 8		100421860	NG_024528
HGNC:48692	ENPP7P9	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 9		100421803	NG_025078
HGNC:48693	ENPP7P10	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 10		100421805	NG_025193
HGNC:48694	ENPP7P11	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 11		100421806	NG_025195
HGNC:48697	ENPP7P12	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 12		106480230	NG_043733
HGNC:48696	ENPP7P13	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 13		104644205	NR_130771
HGNC:51387	ENPP7P14	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 14		106481720	NG_043377
HGNC:3360	ENSA	endosulfine alpha	NM_207042	2029	NM_004436
HGNC:16588	ENSAP1	endosulfine alpha pseudogene 1		170511	NG_001035
HGNC:20011	ENSAP2	endosulfine alpha pseudogene 2	NG_002495	319114	NG_002495
HGNC:37946	ENSAP3	endosulfine alpha pseudogene 3		100128203	NG_023446
HGNC:3361	ENT1~withdrawn	symbol withdrawn, see SLC29A1			
HGNC:3362	ENT2~withdrawn	symbol withdrawn, see SLC29A2			
HGNC:26352	ENTHD1	ENTH domain containing 1	NM_152512	150350	NM_152512
HGNC:3363	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	NM_001776	953	NM_001098175
HGNC:45203	ENTPD1-AS1	ENTPD1 antisense RNA 1	NR_038444	728558	NR_038444
HGNC:3364	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	NM_203468	954	NM_001246
HGNC:3365	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	NM_001248	956	NM_001248
HGNC:26710	ENTPD3-AS1	ENTPD3 antisense RNA 1	NR_040100	285266	NR_040100
HGNC:14573	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	NM_004901	9583	NM_001128930
HGNC:3367	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5	NM_001249	957	NM_001249
HGNC:3368	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)		955	NM_001114089
HGNC:19745	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7	NM_020354	57089	NM_001349962
HGNC:24860	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8	NM_198585	377841	NM_001033113
HGNC:10667	ENTR1	endosome associated trafficking regulator 1	NM_006643	10807	NM_001039707
HGNC:3369	ENUR1	enuresis, nocturnal 1		2031	
HGNC:3370	ENUR2	enuresis, nocturnal 2		2032	
HGNC:3371	ENX2~withdrawn	symbol withdrawn, see ANXA5			
HGNC:24449	ENY2	ENY2, transcription and export complex 2 subunit	NM_020189	56943	NM_001193557
HGNC:28526	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase	NM_173654	285203	NM_001278689
HGNC:3372	EOMES	eomesodermin	NM_005442	8320	NM_001278182
HGNC:3373	EP300	E1A binding protein p300	NM_001429	2033	NM_001429
HGNC:50504	EP300-AS1	EP300 antisense RNA 1		101927279	NR_110514
HGNC:11958	EP400	E1A binding protein p400	NM_015409	57634	NM_015409
HGNC:26602	EP400P1	EP400 pseudogene 1	NR_003290	347918	NR_003290
HGNC:3374	EPAS1	endothelial PAS domain protein 1	NM_001430	2034	NM_001430
HGNC:3375	EPB3~withdrawn	symbol withdrawn, see SLC4A1			
HGNC:3376	EPB3L1~withdrawn	symbol withdrawn, see SLC4A2			
HGNC:3377	EPB41	erythrocyte membrane protein band 4.1	NM_203342	2035	NM_001166005
HGNC:3378	EPB41L1	erythrocyte membrane protein band 4.1 like 1	NM_012156	2036	NM_001258329
HGNC:3379	EPB41L2	erythrocyte membrane protein band 4.1 like 2		2037	NM_001135554
HGNC:3380	EPB41L3	erythrocyte membrane protein band 4.1 like 3	NM_012307	23136	NM_001281533
HGNC:13278	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A		64097	NM_001347887
HGNC:30749	EPB41L4A-AS1	EPB41L4A antisense RNA 1	NR_015370	114915	NR_015370
HGNC:25643	EPB41L4A-DT	EPB41L4A divergent transcript	NR_027706	54508	NR_027706
HGNC:19818	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	NM_018424	54566	NM_018424
HGNC:19819	EPB41L5	erythrocyte membrane protein band 4.1 like 5	NM_020909	57669	NM_001184937
HGNC:3381	EPB42	erythrocyte membrane protein band 4.2	NM_000119	2038	NM_000119
